id,numeros,letras
133,44.8938340630848,D
134,75.3941285475157,Y
135,7.76064608991146,E
136,97.8851821315475,L
137,19.4859448492061,W
138,46.231815766776,O
139,71.7782848067582,U
140,79.5348348922562,P
141,45.9378394708037,Z
142,10.2746789085213,M
143,67.7739611628931,U
144,1.32711755321361,W
145,18.0607265164144,Z
146,47.0285081635229,N
147,91.2984824406449,J
148,12.6965739498846,U
149,22.8465607741382,L
150,43.8982850410976,Y
151,17.8412847185973,I
152,72.8932201862335,F
153,79.0181293510832,X
154,41.8886573291384,K
155,20.8310857941397,I
156,35.3789654725697,K
157,63.5464232969098,X
158,97.5376955708489,A
159,35.4765280531719,V
160,38.4317531096749,D
161,72.789877114119,G
162,43.5498690949753,G
163,26.281104238471,A
164,7.49735991237685,W
165,53.7536765092518,A
166,16.4479989348911,I
167,27.7993058080319,I
168,95.5640637953766,X
169,58.8764162331354,V
170,45.3838544408791,E
171,6.66805131966248,C
172,39.0671701666433,M
173,32.0279557094909,K
174,28.6256713699549,L
175,28.9371747178957,L
176,19.6779632768594,D
177,39.5487114698626,B
178,95.3514666953124,H
179,49.0906304086093,Z
180,45.4870014477056,B
181,40.8932234430686,O
182,95.6955204308033,X
183,8.43760649091564,X
184,15.6289630476385,D
185,25.4854090178851,F
186,50.832516678609,S
187,94.8104160043877,A
188,20.5664234485012,B
189,35.1515961000696,B
190,68.5564921644982,B
191,96.1004759033676,R
192,70.4877015522216,S
193,22.6781197160017,V
194,27.8209163933061,G
195,19.899489806965,B
196,83.8527621291578,X
197,38.2021037924569,X
198,85.3204345207196,N
199,77.572451423388,W
200,98.2208692315035,L
201,31.7372766111512,B
202,61.504724757513,M
203,67.8172430708073,O
204,69.2823697945569,Y
205,87.0340898786671,K
206,71.2759943746496,L
207,13.1413176294882,X
208,19.3277752287686,R
209,65.4833147977479,U
210,88.985682426719,P
211,73.8649060619064,B
212,22.2369308895431,I
213,49.0495015769266,V
214,27.2485791821964,Y
215,80.7073057065718,E
216,49.1456061149947,L
217,51.9625056586228,C
218,63.4412173971068,G
219,7.57596010295674,Y
220,36.1097139627673,A
221,6.31828688876703,N
222,17.265071380185,X
223,65.8588848412037,Y
224,30.5018721586093,Q
225,29.0319619120564,O
226,92.5883458594326,E
227,23.7512372231577,O
228,30.9626977557782,Y
229,78.1836477557663,J
230,81.5512743862346,C
231,68.9257095865905,E
232,67.2752523683012,P
233,16.8331445064396,D
234,21.2476102942601,M
235,73.5239883337636,X
236,77.8979873156641,O
237,99.9976382269524,Q
238,13.6001315636095,S
239,30.7929775479715,Q
240,34.5707708247937,V
241,57.0905457376503,I
242,13.917662109714,H
243,40.0071661430411,G
244,14.3660372383893,O
245,38.6605932714883,R
246,92.8452294657473,L
247,96.1075844110455,V
248,80.9559114899021,P
249,72.8933750607539,Q
250,9.85128712141886,J
251,56.3717209950555,M
252,10.6498511049431,C
253,84.8397431257181,S
254,73.0983049154747,E
255,21.4448558003642,X
256,25.8051415067166,N
257,53.0690486785024,P
258,69.2958156412933,H
259,9.20537775941193,Y
260,43.3565994084347,D
261,58.3618271183223,A
262,40.7002312582918,R
263,64.9349393188022,R
264,73.7901057715062,M
265,56.9670253207442,V
266,34.2196214667056,E
267,41.7023350060917,M
268,80.03575892956,Q
269,68.9115949373227,H
270,25.6934421486221,B
271,14.3307039961219,A
272,97.2254618993029,C
273,53.9388313610107,M
274,95.3563703789841,B
275,36.2083191515412,A
276,47.502738554962,O
277,80.3222006112337,Q
278,91.189258078346,H
279,26.0060856072232,R
280,5.18999032606371,O
281,81.7073156633414,P
282,5.90582128125243,I
283,49.0496466089971,B
284,26.7386010822374,F
285,53.8771707180422,G
286,93.0266554811969,H
287,77.2531404772308,M
288,93.660359029891,G
289,46.8927663052455,Q
290,7.94708636100404,J
291,58.5892868246883,Y
292,53.5500373062678,W
293,74.5266393171623,K
294,45.7799909401219,K
295,29.9880456838291,M
296,46.1455580580514,A
297,76.5189788928256,U
298,63.0602033264004,J
299,1.47839194978587,V
300,82.045146481134,U
301,93.8753775570076,Z
302,15.4086684372742,Q
303,17.9338636312168,P
304,67.7359209703282,L
305,80.3201744034887,Q
306,32.6821446001995,A
307,95.4363972868305,U
308,87.8195436268579,S
309,21.9923439375125,Z
310,90.1647736830637,E
311,21.5156277397182,K
312,65.3411537259817,O
313,68.2227087833453,H
314,46.6238050218672,F
315,6.66555753792636,J
316,29.3993362605106,B
317,37.8012458677404,K
318,56.793183731148,T
319,30.7061339714564,Z
320,80.3235225421377,V
321,1.83740143757314,A
322,61.6091435379349,Q
323,93.5292620703112,T
324,2.48099275282584,D
325,16.0662931266706,P
326,3.04769653291442,U
327,84.7808408350684,O
328,37.5173909754958,K
329,84.1095634691883,M
330,9.55794127238914,C
331,39.243072424084,F
332,71.0416611807887,H
333,30.4390565836802,B
334,95.1283356153872,U
335,9.85932397725992,D
336,78.0011620058212,O
337,54.1706220910419,E
338,74.4911856374238,Q
339,84.5259269864764,A
340,61.8245314219967,H
341,18.9193464317359,X
342,89.8553089899942,L
343,37.6064028874971,Q
344,13.1750645546708,S
345,4.95826644171029,J
346,22.824911925476,V
347,16.9016186371446,K
348,2.72819058177993,S
349,94.0171404590365,G
350,18.0089360757265,W
351,83.4968604121823,V
352,95.0060034149792,H
353,18.2820627668407,U
354,22.5549308306072,V
355,96.5116206633393,W
356,35.3516203579493,F
357,45.2495356348809,F
358,14.8760926027317,O
359,34.0489655116107,L
360,49.5461252012756,A
361,36.4130252345931,V
362,77.5496728366707,P
363,66.0471505986061,T
364,21.1177489885595,O
365,59.8220965585206,Q
366,63.6123357629404,C
367,93.1259607286193,M
368,65.3753255361226,J
369,84.9439860328566,V
370,87.8804553677328,G
371,31.6231651613489,U
372,15.2326991728041,M
373,93.6720047225244,I
374,60.3647312384565,X
375,91.6158188346308,I
376,18.1765571678989,Z
377,37.715403869981,K
378,33.6683911471628,M
379,58.4452439779416,V
380,98.4958143094555,K
381,69.2044554406311,R
382,31.1769625172019,T
383,64.6975396831986,M
384,86.4616729828995,O
385,89.6872209461872,U
386,57.4420191359241,Q
387,70.7676614390221,Z
388,53.0488062859513,N
389,52.7173027803656,A
390,54.5314770727418,P
391,83.5294441764709,E
392,52.3226661828812,V
393,70.5871647628956,M
394,61.5338947591372,M
395,37.0745280336123,Q
396,15.6202598786913,T
397,98.4936366155744,V
398,78.4536950509064,X
399,39.2062635289039,E
400,19.9711776012555,M
401,28.3643930291291,Z
402,71.9283407679759,I
403,6.36187365907244,Y
404,89.274645319907,S
405,4.54374846443534,T
406,64.1949161521625,U
407,47.6279714198317,I
408,48.9436390220653,F
409,92.5658347015269,A
410,59.024171320023,F
411,25.1787331264932,K
412,41.4931516917422,G
413,12.7509523555636,S
414,13.9668803978711,Z
415,54.2147612832487,R
416,2.81602723151445,G
417,46.0444412697107,Z
418,69.3399382373318,V
419,36.6716452611145,R
420,84.856106671039,T
421,12.5915327670518,C
422,87.225287625799,G
423,8.28923451062292,M
424,40.5495026682038,E
425,43.1479075942189,R
426,55.2192798887845,J
427,84.7836282998324,L
428,64.2031479438301,A
429,96.9430410773493,J
430,73.0014244373888,X
431,82.4153269419912,D
432,79.6095114951022,B
433,34.1101419152692,Q
434,27.0434402388055,T
435,63.7928550052457,M
436,91.3401777779218,S
437,34.2942143972032,K
438,90.6036144283135,B
439,71.8482428654097,C
440,98.9516241527163,X
441,79.3168494543061,L
442,66.6138419315685,T
443,40.6420443546958,R
444,4.30292344884947,F
445,22.7687688400038,O
446,25.653096633032,K
447,35.683503362583,P
448,66.5592793775722,S
449,74.9410215977114,M
450,74.708888133755,J
451,53.4048755089752,S
452,82.7756188064814,I
453,35.695882859407,N
454,61.9172117095441,V
455,84.0664132933598,B
456,2.76668714592233,F
457,65.0721241217107,J
458,77.7433311962523,Q
459,16.9898722656071,I
460,99.2230776273646,O
461,82.186742522521,T
462,65.771580536617,U
463,70.5541684224736,W
464,4.37020039651543,A
465,62.9150260163006,R
466,99.5776434449945,P
467,18.6814844775945,B
468,37.8099149914924,I
469,6.00060683884658,S
470,19.7901739813387,J
471,27.9081743669231,B
472,30.3339054281823,H
473,69.0615221168846,J
474,11.1357429784257,E
475,25.4113245524932,E
476,74.7793669202365,Y
477,14.9693799181841,Z
478,8.63299822807312,Y
479,49.5606392419431,H
480,21.4728274894878,I
481,89.9912579546217,Z
482,32.3914063549601,C
483,15.5512849586085,W
484,12.6814000501763,Z
485,41.092569839675,E
486,32.8749964551535,E
487,68.8647580610123,K
488,64.8869411025662,A
489,42.6550210581627,B
490,74.8015355747193,T
491,13.7782208963763,D
492,23.3319408632815,T
493,39.1761382794939,X
494,44.7610839407425,C
495,26.4835692625493,R
496,60.6167432931252,F
497,72.2711308666039,O
498,85.4827603979502,K
499,34.7098353051115,I
500,29.2598261269741,W
501,89.1411733564455,H
502,98.4414969407953,S
503,30.080915375147,D
504,76.4697294638027,B
505,26.8057713303715,I
506,42.2984108692035,O
507,27.3629941805266,N
508,31.9424327500165,Z
509,52.1563932527788,U
510,85.8653758836445,J
511,30.9335075390991,R
512,58.8675086777657,O
513,39.5669872856233,I
514,11.0062271496281,S
515,12.7178993115667,P
516,27.78742258274,Y
517,73.5085067364853,T
518,72.4892995769624,G
519,31.8437521869782,I
520,84.3340979164932,F
521,51.2329197300132,K
522,10.1325195885729,B
523,18.7856447265949,V
524,89.3617752955761,O
525,53.8159310875926,J
526,24.5457857868169,P
527,77.4135320710484,D
528,82.3054253177252,U
529,30.9116416494362,V
530,59.3818082124926,O
531,41.0474987495691,P
532,89.9365489394404,I
533,97.6022808044218,W
534,15.182419905439,L
535,68.5395351678599,A
536,9.67511798837222,P
537,37.0126576104667,M
538,5.66657559853047,P
539,5.64817743212916,X
540,40.8699064259417,R
541,70.4226231127977,F
542,22.0438314520288,M
543,29.3212530405726,M
544,71.4629441020079,A
545,99.7874512823764,B
546,74.0258256443776,F
547,7.57634547981434,V
548,64.3594864306506,Y
549,93.135048767319,T
550,33.7227621537168,X
551,40.3614703635685,M
552,92.3002942341846,G
553,59.6861646049656,J
554,3.12831020751037,F
555,49.2354497485794,B
556,37.2178366612643,H
557,7.72798116574995,C
558,48.7355069827754,O
559,91.4437248446047,I
560,10.271017517196,N
561,69.6112918583676,O
562,35.0670825564303,P
563,76.5082429929171,E
564,37.3344626610633,F
565,78.9076223815791,G
566,38.6672094722744,P
567,87.2179358690046,S
568,72.8144766693004,K
569,56.3539856611751,B
570,45.5839956095442,E
571,91.4315735220443,V
572,9.69992236793041,V
573,48.1517057379242,N
574,41.9579407074489,S
575,70.2331515054684,R
576,60.3871589084156,V
577,92.7279407256283,V
578,93.2168028983287,I
579,97.8526174298022,L
580,98.1535730368923,E
581,75.3060318680946,V
582,31.6766918608919,S
583,78.3312468847726,X
584,10.55113850208,I
585,13.1003046252299,S
586,91.8036969332024,U
587,2.91268893983215,N
588,81.9520813468844,L
589,5.45791686140001,K
590,82.7709881297778,V
591,55.3407814740203,G
592,22.7718788005877,K
593,39.2586579779163,S
594,99.3213078810368,F
595,26.7192854704335,G
596,77.5141981812194,B
597,21.1653053548653,I
598,78.1215851628222,D
599,72.6936062225141,O
600,69.3567680658307,A
601,43.3334667931777,L
602,82.0823961889837,Z
603,56.694448746508,I
604,21.6950641511939,V
605,20.1282807334792,G
606,81.2425499514211,F
607,69.695344835287,W
608,82.568304105429,G
609,68.696631338913,H
610,20.0979689154774,J
611,90.1697703974787,J
612,2.81137680076063,H
613,56.379669822054,E
614,59.8720470834524,X
615,40.6109497046564,O
616,41.6366214174777,B
617,17.6864901364315,J
618,7.44677891745232,X
619,91.0288524469361,P
620,11.8714084292296,A
621,52.5682819590438,I
622,44.4509759617504,B
623,92.627918293234,B
624,88.9191378771793,K
625,21.8981191690546,H
626,75.9150706294458,T
627,71.0344260581769,Z
628,55.0085071225185,T
629,56.5956326711457,Q
630,66.5317563842982,Y
631,54.0407632517163,J
632,38.4685118475463,E
633,77.8318104634527,S
634,89.7741972228978,C
635,78.8974642357789,P
636,80.7672754996456,T
637,72.6724914708175,M
638,7.36686915089376,O
639,30.3199520152994,N
640,52.1809631884098,G
641,90.0111880395562,J
642,46.9678268097341,H
643,64.1758526407648,Z
644,63.7314370812383,Q
645,88.4751210405957,N
646,62.3125406207983,E
647,48.3904293098021,W
648,59.1677048949059,L
649,96.2384504533838,Y
650,39.6844773695339,S
651,50.488424080424,L
652,91.7829911157023,Y
653,12.1038745541591,R
654,58.976762475213,S
655,53.2094355968293,L
656,80.6995712236967,J
657,92.4746536472812,J
658,63.7863900600933,A
659,25.9386493824422,V
660,48.7347309044562,L
661,11.3830006227363,Q
662,31.1259757229127,M
663,58.8261286907364,F
664,77.3015051691327,C
665,70.4860630033072,I
666,52.9923011735082,Y
667,44.6325115349609,C
668,98.7275928689633,M
669,54.9716207094025,U
670,60.9129314434249,D
671,47.8077042342629,U
672,13.6853784504347,D
673,74.2851646998897,B
674,87.7933770245872,Y
675,76.067809269065,P
676,9.77317796996795,U
677,55.3103572400287,T
678,25.1121016084217,K
679,6.09857962140814,B
680,89.1469157689717,H
681,70.447397711454,O
682,96.0610446061473,C
683,46.7070283747744,D
684,72.4856719772797,N
685,53.3948089417536,I
686,72.8379534245469,K
687,84.7835158838425,B
688,15.846392191248,F
689,5.47770410403609,N
690,72.3069104535971,Z
691,77.3610790513922,S
692,47.4523228763137,U
693,4.5586242324207,X
694,8.59713614429347,V
695,41.1720450401772,F
696,2.02356406860054,D
697,24.1306491182186,I
698,77.4843203069177,B
699,2.26655158796348,U
700,47.8734227095265,C
701,61.5059029702097,B
702,72.3832831387408,J
703,81.7416009497829,J
704,76.8951081119012,Z
705,10.981501279166,R
706,68.3263456076384,H
707,85.5863034999929,E
708,57.1877913083881,U
709,83.1698214141652,D
710,34.652769587934,S
711,57.2840650351718,D
712,12.3817678261548,A
713,24.0047917533666,Q
714,73.7411579086911,Q
715,29.4022831637412,T
716,53.9299049505498,V
717,63.4413165131118,D
718,48.9937763460912,H
719,12.0325238464866,M
720,6.46181128965691,E
721,76.395546205109,B
722,88.2753330245614,J
723,88.9648709469475,H
724,20.0720489046071,J
725,71.1018079996575,E
726,49.1308297396172,Q
727,91.7195704951882,P
728,32.3452838975936,S
729,82.505790235009,N
730,7.66763659892604,H
731,68.8391647180542,V
732,55.5912529663183,R
733,96.7805002566893,G
734,48.1447422392666,L
735,69.9784314632416,Z
736,45.5309656194877,U
737,85.1788569656201,T
738,21.5945545060094,J
739,22.9108998773154,B
740,82.8730667121709,K
741,33.3168198775966,J
742,23.296957615763,E
743,82.0479592320044,Z
744,58.577617275063,S
745,57.7297996673733,S
746,39.14534300589,Y
747,97.8214165412355,J
748,68.396476957947,W
749,16.8978777686134,L
750,20.797155527398,M
751,41.7521300571971,X
752,92.3773440660443,E
753,91.4442379428074,U
754,98.3064334739465,I
755,62.5808032285422,B
756,29.738568786066,X
757,17.5452575511299,G
758,53.5641604841221,U
759,32.9995433220174,X
760,64.7478645900264,V
761,86.7088295749854,U
762,96.9955915994942,I
763,9.42253629327752,Y
764,26.9623378531542,R
765,32.696560008917,H
766,60.3786906905007,P
767,53.010877011111,R
768,4.94177870173007,M
769,99.2953341170214,C
770,57.165779234143,X
771,25.2594830740709,N
772,73.9480554696638,C
773,78.3949325829744,K
774,48.1090697206091,V
775,23.2504008919932,Z
776,44.6226936336607,H
777,41.3290220645722,B
778,53.0876651306171,E
779,62.4504388284404,N
780,36.4807073823176,W
781,40.1574109317735,X
782,69.7346810733434,R
783,95.0825920116622,C
784,21.0500112436712,S
785,64.1629489124753,K
786,75.8846006637905,J
787,8.23533688671887,N
788,1.25891161197796,X
789,39.5123336371034,L
790,96.441964908503,P
791,42.8654609790538,O
792,94.8964608672541,N
793,94.347375164507,S
794,96.7730555383023,R
795,9.95384791470133,N
796,85.8887063390576,N
797,18.4054984741379,S
798,56.9459833616857,Y
799,16.2171954463702,Q
800,20.6217399986926,N
801,99.0970431906171,K
802,91.2990744397976,Y
803,2.32612927351147,Q
804,65.9523573191837,K
805,60.1043643269222,S
806,37.7653062199242,J
807,43.914608502062,S
808,21.4661697060801,X
809,52.9584896846209,Z
810,34.4822280311491,G
811,64.2431359041948,C
812,97.9376426655799,A
813,31.4463254509028,S
814,80.6432231294457,W
815,54.0306858278345,H
816,6.54130211821757,K
817,13.8988366841804,B
818,84.1459272643551,P
819,40.718161942903,N
820,1.1312690526247,K
821,77.5548230195418,P
822,81.4002513755113,H
823,15.9307637454476,H
824,97.7112340268213,X
825,83.8948912026826,E
826,8.32980361348018,Y
827,19.8574319356121,T
828,71.1106276414357,F
829,1.48700167308562,L
830,71.7293407241814,X
831,45.1006915858015,I
832,54.209497831529,H
833,69.2992344519589,Y
834,2.61068452405743,H
835,10.3683468755335,M
836,96.7181531547103,P
837,72.1248330154922,E
838,72.7780194976367,I
839,71.8143069283106,I
840,77.1354038710706,A
841,91.9698000983335,Z
842,31.0211782732513,B
843,90.0466847310308,K
844,70.097866664175,V
845,12.6364470003173,E
846,92.5039634485729,I
847,8.88104287651368,Y
848,26.6128867440857,X
849,72.6789507917129,J
850,63.951339699328,K
851,85.8195150233805,S
852,86.4830167156179,A
853,47.5949296012986,S
854,35.7163856734987,K
855,37.4162950015161,X
856,12.4183017550968,B
857,55.0426793706138,C
858,9.0642892611213,A
859,45.3038554007653,L
860,23.3800360288005,P
861,74.0055546234362,P
862,23.8794596572407,G
863,29.0561987026595,T
864,47.5313533686567,P
865,95.7904989188537,N
866,2.02204434364103,N
867,74.8959128435236,V
868,90.1125539317727,P
869,55.1331304239575,K
870,66.8508367589675,K
871,19.6806468081195,A
872,69.150366384536,L
873,9.56396201648749,J
874,43.7896758434363,P
875,98.9103025519289,C
876,88.4884361694567,B
877,84.0157910154667,I
878,80.7564847401809,Z
879,61.2720301125664,O
880,74.4260448010173,S
881,46.700955952052,B
882,36.2720485529862,L
883,30.0632907976396,W
884,34.0993011367973,R
885,99.631885208888,C
886,26.998017701786,Z
887,52.9365996383131,F
888,82.5369237016421,I
889,68.2067589666695,I
890,80.0339424558915,K
891,94.6496621530969,B
892,75.3180216546171,R
893,36.9852720887866,M
894,19.0590685121715,M
895,46.0351023061667,P
896,45.0139898143243,X
897,98.7811740131583,R
898,27.8486615216825,O
899,98.8502624786925,I
900,30.4974106014706,F
901,49.3753811942879,N
902,89.6198966994416,U
903,58.0733648301102,O
904,21.0898840220179,Y
905,39.9866278085392,F
906,68.5289777689614,I
907,68.2999886104371,J
908,20.4236106544267,F
909,6.63101438852027,C
910,4.98959461366758,N
911,79.7571705547161,W
912,97.0897668560501,T
913,92.1584411826916,W
914,54.4151313407347,Z
915,75.3962827071082,U
916,19.4474963678513,E
917,20.8925186316483,U
918,64.8365965569392,S
919,43.6049872057047,D
920,32.6580184737686,B
921,38.900060927961,V
922,9.55640644952655,M
923,87.1760091073811,J
924,48.7666385131888,V
925,4.75707123195753,P
926,76.3931601601653,D
927,78.9055924857967,L
928,28.3373417588882,S
929,76.5628885738552,X
930,79.234096741071,M
931,73.7475311369635,K
932,36.4841120862402,H
933,85.4772535818629,C
934,22.7550075969193,O
935,27.8520200790372,D
936,82.1547541457694,S
937,89.5668039435986,Q
938,49.532454384258,S
939,86.916648154147,B
940,92.2447944807354,L
941,79.6967283010017,C
942,78.1135950759053,L
943,45.0163095206954,Y
944,61.9967088538688,W
945,21.8026921926066,D
946,84.9413011416327,H
947,97.2233123497572,D
948,17.1152328979224,P
949,4.29486942058429,D
950,90.5179132674821,T
951,39.3377344785258,T
952,16.1347201196477,O
953,92.3007160765119,B
954,81.7495695999824,B
955,88.8025751963724,F
956,65.9205858912319,H
957,63.3573327790946,U
958,72.307849335717,B
959,27.9398497445509,A
960,90.7642279958818,W
961,57.8181025541853,X
962,60.5403152874205,F
963,75.9957103738561,D
964,48.3065173542127,N
965,76.2864529294893,K
966,70.5515451675747,Y
967,31.8205661412794,I
968,54.6590339313261,V
969,93.4586556546856,F
970,32.2675134923775,V
971,73.2896480404306,C
972,75.3847487159073,M
973,95.2953333370388,D
974,59.866340744542,N
975,14.3211424134206,H
976,6.51425179303624,O
977,44.6481926550623,P
978,26.3353072088212,S
979,84.337699792115,J
980,56.1909427833743,V
981,76.0739711497445,V
982,68.1650429302827,P
983,63.5776531135198,C
984,96.7198520491365,E
985,5.95495861698873,Y
986,37.7455987541471,R
987,74.065747104818,V
988,35.12659434136,Z
989,27.9712862526067,N
990,9.43099752697162,L
991,22.5255813368131,R
992,8.10837308759801,I
993,2.877026517177,G
994,34.6484461247455,O
995,44.4602545797825,Q
996,94.6005872143433,A
997,11.454390008701,R
998,75.0759147694334,K
999,28.8606700932141,M
1000,46.6428547031246,G
1001,38.4645661546383,A
1002,44.3812450170517,O
1003,72.750134200789,P
1004,88.4681102659088,Q
1005,9.85673704952933,V
1006,72.2251355543267,D
1007,51.485266312724,Q
1008,43.7999448608607,R
1009,56.589462377131,D
1010,78.7573739509098,E
1011,36.7463061437011,W
1012,97.4550875900313,F
1013,19.0642895514611,Y
1014,25.5277504071128,R
1015,51.4124646850396,B
1016,18.0276693694759,V
1017,47.6140400890727,Y
1018,77.0574237087276,X
1019,83.0678835534491,Z
1020,64.4275234828238,B
1021,85.2044289179612,K
1022,48.4057960477658,I
1023,61.1037855115719,V
1024,52.5359510788694,R
1025,98.099310182035,M
1026,69.7858369641472,E
1027,50.5069832988083,A
1028,17.6005235521589,Z
1029,16.6303415659349,F
1030,63.4772310592234,P
1031,92.2160649690777,D
1032,33.448564064689,Z
1033,70.8237920312677,Y
1034,45.0819108316209,P
1035,29.6767717318144,P
1036,35.9038669392467,R
1037,62.0916275265627,X
1038,74.7471180758439,Z
1039,65.5567705449648,J
1040,19.4827757647727,P
1041,75.7061674445868,C
1042,4.277321185451,R
1043,6.20601314189844,G
1044,21.192200782476,X
1045,6.65292736981064,N
1046,10.1730152303353,F
1047,91.7190582728945,P
1048,74.983473835513,N
1049,54.3630755688064,N
1050,49.0981454302091,N
1051,48.487736125011,W
1052,83.7297569310758,Q
1053,17.2841641884297,R
1054,46.0148997674696,A
1055,39.717077361187,B
1056,15.2919749002904,I
1057,46.7945939998608,B
1058,58.861826864304,I
1059,23.0516074474435,S
1060,80.2956790123135,E
1061,11.887886119308,O
1062,57.3801241873298,K
1063,47.9991519842297,W
1064,72.9688216797076,Y
1065,61.3029250323307,M
1066,6.65210938616656,Q
1067,84.7601374378428,V
1068,2.20842632069252,Y
1069,48.8138847616501,I
1070,74.1467542238534,L
1071,38.6455272007734,A
1072,12.8465142450295,H
1073,96.3339513519313,V
1074,25.5234652534127,I
1075,61.4143021020573,I
1076,85.1738989294972,P
1077,52.8598862476647,X
1078,75.0217173541896,V
1079,10.4978285899851,J
1080,12.1394494550768,L
1081,30.8053774673026,F
1082,81.7391131150071,K
1083,29.5470171947964,W
1084,18.8152979072183,J
1085,22.278059237171,Y
1086,98.6688120991457,R
1087,39.0963517625351,C
1088,13.602436033776,Y
1089,40.9618132167962,I
1090,76.8663432642352,S
1091,23.3462010286748,H
1092,45.6052489161957,V
1093,22.0167349111289,M
1094,88.2197540935595,I
1095,56.8824207978323,C
1096,87.4048071103171,P
1097,74.49328987021,N
1098,44.8772389551159,A
1099,80.6383063993417,I
1100,57.4702119920403,M
1101,39.3373460359871,O
1102,34.6665080112871,A
1103,59.7572098278906,M
1104,75.0918397379574,Y
1105,47.2688044758979,V
1106,18.4627553238533,V
1107,83.5225076926872,X
1108,54.1341238899622,V
1109,88.5495875866618,B
1110,59.7416275471915,A
1111,88.569443680346,S
1112,21.7996718052309,E
1113,50.4862400938291,G
1114,82.255556413671,M
1115,78.4809294091538,K
1116,2.49070826498792,J
1117,65.0571208398324,A
1118,97.2427178113721,T
1119,13.6156280513387,Q
1120,19.4616911397316,P
1121,73.6080163011793,W
1122,20.5152334894519,A
1123,13.0267700923141,L
1124,35.1071979384869,T
1125,51.5591910399962,U
1126,57.2096460417379,P
1127,93.6459250196349,Q
1128,67.5522201503627,E
1129,56.5649152381811,U
1130,87.6984359009657,T
1131,56.604730529245,I
1132,81.1484395121224,N
1133,6.24095077300444,B
1134,99.259651548462,T
1135,28.0556557553355,N
1136,24.6961192267481,M
1137,20.487989703659,L
1138,75.5174710166175,P
1139,39.3258395667654,C
1140,33.2372893334832,H
1141,78.4657207957935,Q
1142,29.1948594120331,Y
1143,93.7003052232321,Z
1144,63.7065779343248,W
1145,46.0758364256471,N
1146,57.2693527624942,S
1147,7.64031073125079,G
1148,35.8204468064942,G
1149,86.2948058177717,L
1150,81.1406634466257,V
1151,64.7696165884845,G
