id,numeros,letras
364,8.38825197587721,C
365,13.6133278224152,I
366,59.2831114681903,L
367,65.8331344339531,I
368,12.227976228809,W
369,42.3465925652999,X
370,25.0952487066388,I
371,36.8595272090752,T
372,43.6416240539402,P
373,95.4034976190887,Q
374,11.5245336908847,V
375,74.4674850874581,B
376,57.2983668753877,T
377,90.5939891808666,D
378,28.9742527015042,E
379,7.66986449621618,M
380,41.8007769300602,Z
381,92.9528277032077,H
382,67.9180602983106,C
383,93.9926477416884,E
384,73.4487412606832,Y
385,74.8483425548766,H
386,43.4337833004538,G
387,59.6390467924066,G
388,40.5657084346749,K
389,84.9149898299947,Y
390,35.6758422716521,L
391,87.1782864243724,J
392,51.9297524290159,D
393,1.77646233607084,J
394,89.4727908915374,N
395,15.0983361334074,Z
396,77.1769180796109,Z
397,41.6742033252958,Z
398,71.3080145607237,U
399,77.7442765093874,U
400,4.69670903170481,O
401,15.4875102173537,E
402,16.7071868961211,A
403,71.5018655741587,N
404,49.8815581724048,O
405,56.6308697939385,N
406,11.1767483530566,T
407,43.3994166927878,C
408,21.5493571928237,B
409,40.9183581094258,L
410,97.6205200625118,V
411,1.60959233576432,N
412,8.58270370145328,X
413,72.3745098970831,A
414,52.9569187881425,B
415,28.2831957917661,D
416,38.859774697572,E
417,17.5899439097848,C
418,48.7533654049039,E
419,38.2656830677297,Q
420,61.7612546579912,H
421,41.7067100096028,Z
422,37.4948075320572,X
423,53.7206522549968,R
424,51.7169109964743,E
425,66.4352941527031,R
426,25.161855929764,F
427,63.1453988112044,A
428,67.7906258134171,J
429,20.4935150290839,N
430,39.2755704184529,O
431,72.1829287093133,L
432,33.9423928712495,F
433,75.3139643524774,V
434,79.6699384204112,J
435,27.5832028365694,Q
436,83.942592209205,N
437,8.88285142090172,D
438,20.6676130755805,S
439,44.6080217449926,Q
440,39.6845309613273,L
441,88.7384379210416,K
442,78.2029332409147,P
443,35.0485259196721,N
444,30.4787950022146,O
445,40.7135958760045,O
446,37.9980888706632,Z
447,6.49779547052458,F
448,27.0201660259627,G
449,39.0595199093223,S
450,22.4318047109991,C
451,24.2100681914017,E
452,53.2231650766917,Q
453,43.7904023176525,N
454,63.4786441999022,X
455,68.0878283584025,Y
456,1.67788466927595,F
457,11.3285249911714,P
458,55.0636554060038,A
459,35.1377500551753,H
460,93.9400784566533,P
461,46.9531612598803,K
462,62.2776300045662,N
463,40.1702569883782,X
464,6.59073857683688,W
465,96.5830315090716,R
466,96.4081783138681,K
467,17.315928078955,M
468,67.7358668253292,O
469,5.6362787631806,K
470,15.5890696623828,M
471,50.0746184706222,L
472,87.4084508451633,W
473,69.1319700621534,V
474,66.3178485096432,X
475,88.2836866597645,I
476,39.5906896335073,Y
477,94.9085957319476,C
478,1.28019036608748,B
479,53.1005839568097,X
480,11.20750215929,L
481,75.3148405379616,G
482,54.885478297947,D
483,25.8291187055875,K
484,67.0666752289981,N
485,99.3287020733114,S
486,64.6746563792694,D
487,49.0545943416655,K
488,69.2665276224725,K
489,53.432485954836,F
490,45.7967469387222,A
491,82.2541244409513,L
492,19.1092620787676,A
493,47.0358746033162,B
494,43.644737840863,J
495,36.9467498927843,E
496,27.8565508560278,M
497,91.5104477338027,H
498,82.7651466242969,Q
499,97.5868437632453,C
500,31.6609479980543,L
501,49.2520170810167,E
502,35.6619553817436,Q
503,83.6167876434047,Q
504,25.4195119724609,K
505,58.708874226315,Q
506,66.015788127901,W
507,38.0303268814459,W
508,42.1729147015139,S
509,40.2041721341666,W
510,70.6276617415715,M
511,39.691930293804,W
512,59.7818612230476,W
513,53.3020576825366,K
514,73.4031357278582,M
515,9.03296641376801,W
516,96.5926057924517,C
517,61.7598332653288,Q
518,30.1924651372246,T
519,87.331453521736,X
520,31.727707836777,S
521,30.6225981956814,X
522,30.4270503392909,K
523,12.364503961755,R
524,52.3127198687289,I
525,20.2481329822913,T
526,19.6130997347645,I
527,12.7787131119985,K
528,64.3481707021129,H
529,58.8208111631684,T
530,72.7325152936392,T
531,23.4875766176265,Z
532,36.8946792073548,T
533,51.216091054026,M
534,1.88277213461697,S
535,83.3670290487353,I
536,21.360922177555,S
537,69.6621880191378,F
538,54.6475373506546,B
539,5.39510100986809,Y
540,17.2871654902119,K
541,69.778478522785,G
542,85.6860892525874,U
543,40.9854790992104,C
544,59.9388793229591,O
545,43.3440503540915,H
546,48.5686470323708,Q
547,84.7331360713579,E
548,40.2030499796383,M
549,4.13265642034821,C
550,94.0826128039043,C
551,66.4619973183144,J
552,72.2079897762742,Y
553,63.0164293190464,L
554,60.8958403405268,Q
555,55.9631048457231,K
556,69.4308371336665,P
557,33.3519829860888,S
558,71.6110135710333,Q
559,73.6103780511767,N
560,29.4063088870607,T
561,53.6082096190658,F
562,52.5222487982828,S
563,21.843666449422,O
564,59.8618977428414,K
565,86.6380261720624,Z
566,32.6293925037608,W
567,97.0111985669937,Q
568,23.0843469852116,O
569,24.6675348854624,D
570,44.3170352026355,H
571,85.0896535292268,Y
572,25.4223949343432,Q
573,40.9440942024812,C
574,75.6994008179754,N
575,91.2234458161984,V
576,22.5784837207757,W
577,84.1790806460194,F
578,54.7749554007314,W
579,91.9833008276764,B
580,62.3912969767116,Q
581,91.6913734669797,B
582,87.925528855063,P
583,7.64451046078466,Z
584,50.1945640959311,A
585,94.7267862067092,G
586,68.5455400533974,E
587,20.7975391754881,K
588,29.4579375842586,V
589,36.6061796930153,C
590,71.9884593042079,Y
591,66.786437955685,D
592,53.9563467265107,O
593,3.06678083562292,W
594,78.929612235399,J
595,63.0437275725417,M
596,7.30166015494615,U
597,25.3186787941959,Y
598,58.4399820705876,A
599,29.9117968706414,O
600,9.41892482875846,K
601,6.65529382205568,U
602,30.8684456036426,U
603,74.2283487780951,Y
604,21.1913924338296,J
605,30.0149740502238,W
606,30.7460070725065,L
607,74.3760457322933,I
608,30.7920560918283,B
609,71.4401532986667,S
610,59.5952520167921,L
611,56.327724829549,F
612,28.0984268009197,E
613,58.9353780625388,T
614,54.3422030981165,Z
615,42.8523255267646,O
616,23.5775793669745,A
617,98.7833746650722,B
618,49.4524969728664,T
619,99.1057249919977,P
620,11.1738875193987,G
621,30.0471494335216,P
622,19.1892433010507,A
623,54.2942410937976,A
624,3.66456933110021,Q
625,6.30767451506108,D
626,54.0242027882487,M
627,28.1199332913384,C
628,45.1504769327585,C
629,14.4523894530721,M
630,95.6868099779822,X
631,70.7809321961831,X
632,94.7993078662548,E
633,60.459702442633,R
634,47.9088900350034,V
635,97.280499703018,D
636,41.6394686975982,A
637,52.3132481570356,N
638,68.3268337885384,Y
639,9.56574034201913,V
640,33.3643556139432,F
641,82.130356764188,U
642,56.0972228150349,S
643,16.8975068673026,W
644,67.9704505291302,H
645,91.8329302538186,L
646,32.4847491062246,Z
647,10.129690610338,F
648,18.5981223853305,C
649,80.7849957817234,Q
650,21.6713653069455,W
651,7.82081782608293,G
652,83.00959377666,W
653,51.0012138709426,W
654,50.0551742615644,W
655,66.9387530703098,E
656,28.1421028447803,G
657,72.3715244308114,F
658,29.7425046826247,C
659,1.72658577933908,Q
660,17.6482018772513,F
661,76.9865758419037,J
662,61.0924271170516,B
663,24.3791072417516,K
664,61.301073222654,N
665,82.6604035501369,R
666,65.8407159554772,V
667,93.4140938364435,S
668,7.47114312974736,W
669,89.8812928961124,U
670,44.2280741163995,A
671,57.6035811284091,T
672,42.8712254276034,H
673,56.3319048741832,O
674,57.6976852288935,N
675,72.3787460920867,O
676,60.7467614787165,J
677,65.0090740106534,X
678,68.9437005475629,F
679,27.8819443534594,S
680,57.6905198332388,N
681,22.4127264244016,W
682,94.6622279188596,B
683,31.2919799794909,J
684,71.8386973026209,K
685,74.2044261852279,W
686,44.1326668248512,W
687,28.9180076187477,S
688,56.8056767964736,R
689,43.4870122370776,N
690,69.1351789543405,H
691,92.4841831671074,D
692,32.530727868434,Q
693,9.99990380299278,B
694,6.07017760747112,S
695,12.5829368508421,N
696,68.8203088662122,K
697,96.871386337094,D
698,86.8585738509428,D
699,16.9758212810848,X
700,99.8839431565721,K
701,1.08516088640317,Y
702,35.3701993534341,D
703,87.3457506827545,Z
704,95.7295248962473,K
705,47.7193757386413,S
706,70.0658198320307,Q
707,44.6476687232498,Y
708,94.6792899323627,Y
709,70.229512288468,X
710,50.0534807147924,W
711,75.7902805134654,Q
712,1.88040254754014,V
713,84.670646956889,B
714,19.5355552218389,F
715,59.9859255875927,B
716,52.5199344165158,R
717,30.6553688973654,X
718,37.0831249179319,D
719,62.9958144116681,F
720,47.4577326739673,E
721,48.9752681839746,Q
722,43.0869362454396,A
723,37.0818346580491,D
724,63.6404212971684,I
725,68.6364626223222,F
726,51.0701923407614,P
727,92.773244738346,O
728,71.0261803902686,V
729,78.0793343840633,V
730,40.5470546642318,H
731,37.1820269937161,K
732,42.1295427363366,G
733,45.7096773546655,U
734,70.5403760615736,F
735,35.6009908097331,C
736,15.3197284189519,Y
737,4.90867471671663,P
738,72.9689851519652,I
739,20.9686451402958,C
740,71.9989699802827,T
741,63.2366265882738,L
742,47.1332316680346,L
743,91.3132395690773,X
744,91.5254578385502,T
745,37.6470055514947,W
746,57.3224603396375,H
747,38.7066771427635,D
748,65.5287987866905,Y
749,87.3816858818755,G
750,6.84064337913878,Q
751,83.9154741163366,Y
752,73.6899350108579,Y
753,95.0879306993447,H
754,95.0604992846493,X
755,21.4959301163908,Q
756,37.6796855044086,J
757,71.7209437084384,H
758,55.6486230387818,I
759,22.7336063538678,Y
760,66.0722446965519,Z
761,61.4239817711059,W
762,78.368808508385,A
763,23.1087123269681,H
764,48.5866116008256,A
765,57.3376685611438,W
766,31.2790872231126,D
767,42.3627869680058,I
768,72.5856963919941,O
769,34.5490408854093,Z
770,68.3117581750266,W
771,39.8667036890984,C
772,66.979285776848,R
773,13.8824632503092,K
774,93.3778481045738,G
775,60.5110529696103,M
776,10.4173573888838,A
777,28.3598791018594,H
778,67.9786314950325,Z
779,93.3134937190916,U
780,94.0536111381371,C
781,79.4170071915723,M
782,79.5148455682211,R
783,90.402873700019,Z
784,91.9235311567318,S
785,67.6747534410097,P
786,13.0142489748541,C
787,30.8239952563308,I
788,35.5531732151285,V
789,30.9351421925239,Y
790,84.6327397180721,Y
791,60.7511951450724,Y
792,41.6483576514293,I
793,36.8792654238641,P
794,75.7439814682584,A
795,25.4789745681919,Z
796,21.7340263070073,W
797,40.9825348237064,X
798,48.0205837918911,U
799,71.3083179248497,N
800,68.4207365452312,T
801,38.1790925827809,Z
802,60.9152399473824,Y
803,32.9734262777492,L
804,85.864731837064,Z
805,95.0317582248245,Z
806,93.4717302543577,I
807,82.4449876830913,B
808,23.781975931488,G
809,64.6165687991306,U
810,16.3875262087677,T
811,62.3532113060355,U
812,32.9749552458525,Y
813,15.4693752846215,K
814,39.3190302050207,B
815,13.038714953931,E
816,70.2217591349036,H
817,44.5739473220892,B
818,21.2694066644181,E
819,23.7972718130332,L
820,61.449476205511,J
821,21.3959528855048,V
822,69.9061959723476,Y
823,2.460155894747,C
824,31.8702664328739,V
825,46.6975474678911,T
826,24.6962839667685,U
827,49.4410512179602,J
828,41.1762089496478,N
829,37.6167446975596,T
830,65.8788606808521,B
831,54.623054245254,U
832,6.58428946719505,C
833,5.80050404882059,F
834,28.1313948587049,Q
835,88.0227981444914,M
836,94.1674017747864,F
837,30.5774145051837,W
838,77.0447089693044,F
839,25.2828333065845,B
840,55.9077213115525,Q
841,32.7908362715971,A
842,32.7843489446677,Y
843,55.3963796519674,C
844,81.8778639277443,X
845,76.5217092391104,Q
846,36.3152072574012,J
847,42.9680719065946,L
848,87.0135547020473,T
849,98.8364314856008,H
850,69.5342670590617,T
851,21.8609204713721,F
852,75.1037955945358,J
853,51.3885154000018,U
854,18.5535770249553,J
855,86.3521149915177,E
856,12.870374141261,F
857,86.3765406326857,H
858,59.1045038048178,T
859,45.8527891563717,R
860,69.0560028997716,X
861,13.4153767947573,U
862,5.65923926234245,K
863,36.7290611804929,O
864,16.7786443955265,P
865,49.7005403074436,M
866,32.8122544796206,F
867,64.8221486012917,D
868,55.7646548727062,Z
869,12.0984321404248,Z
870,13.2871226435527,S
871,97.3251809675712,Q
872,77.2726348896977,Z
873,20.8335802443326,X
874,21.296581022907,V
875,95.3301141343545,X
876,71.3859036515933,G
877,22.9168532455806,A
878,91.2722834066954,Q
879,60.3090864298865,K
880,57.236844280269,K
881,46.3517582572531,N
882,15.5913623077795,M
883,97.0668677857611,I
884,2.10141127719544,W
885,93.130576537922,X
886,68.6783073481638,Y
887,38.6229563658126,G
888,52.6588635228109,M
889,97.7453666054644,X
890,92.3759464151226,V
891,62.1176238337066,W
892,58.7036076628137,I
893,4.89693719195202,I
894,33.5373367152643,T
895,99.1218015619088,L
896,25.8857833025977,B
897,97.2276374495123,A
898,48.9762215646915,G
899,74.8308515765239,T
900,23.8272361026611,G
901,30.4421420188155,B
902,42.2755210651085,P
903,73.5535380418878,D
904,77.3539473551791,C
905,68.1884100355674,T
906,85.0104557152372,Q
907,10.4584937118925,H
908,4.8559253171552,Q
909,41.946868066676,O
910,31.1572069225367,U
911,5.7415223501157,W
912,47.4208782084752,E
913,1.40908344672062,D
914,76.8698715174105,P
915,92.478479294572,F
916,90.6235816241242,S
917,28.9377297905739,V
918,2.84251909563318,H
919,48.6007782975212,A
920,3.1569864039775,L
921,15.5612054103985,G
922,31.3078576719854,Z
923,95.3887097646948,R
924,35.4572847960517,A
925,35.5190379396081,A
926,21.8725524260663,Y
927,65.6274127576035,R
928,46.8486173397396,E
929,82.1814863777254,L
930,6.03782363096252,D
931,26.5724630882032,S
932,83.1062136718538,E
933,33.5108321274165,P
934,34.4541066538077,L
935,65.4984604839701,T
936,22.017489183927,H
937,57.0609480619896,V
938,23.5635313328821,J
939,97.2207510769367,Z
940,3.04875068925321,V
941,51.9037338783965,B
942,24.6415513481479,F
943,31.8140144119971,F
944,56.5547363010701,T
945,44.5801965862047,D
946,63.2551244699862,Y
947,38.2585195160937,O
948,13.0790423289873,W
949,77.8796239320655,B
950,45.5119433219079,P
951,78.6243068648037,V
952,10.5369307529181,F
953,54.1434339946136,U
954,94.197644926142,R
955,83.829181993613,G
956,97.3714209811296,B
957,87.6812959546223,U
958,77.8178282377776,Y
959,4.01216443534941,H
960,80.7379816721659,G
961,61.475137984613,J
962,49.17971326923,K
963,77.5201868854929,K
964,49.4526899955235,L
965,98.7004984947853,G
966,9.04474061145447,Z
967,36.9354559928179,L
968,73.4077129971702,Z
969,4.06666053552181,C
970,66.0500490271952,Y
971,26.705828467384,G
972,62.347014204599,F
973,97.3385449168272,S
974,43.8925854789559,K
975,99.8052867003717,J
976,79.526906510815,I
977,24.2344376822002,D
978,36.1782202715986,N
979,7.83263037935831,H
980,46.933139665518,M
981,79.5753354667686,J
982,53.8406011073385,Q
983,71.7464636133518,Z
984,90.6653356933966,G
985,12.9943122745026,N
986,55.0958774429746,Q
987,12.6661120748613,N
988,81.1273009956349,O
989,47.2987905249465,V
990,15.4786944480147,O
991,15.5989939405117,B
992,35.5726294794586,Z
993,86.7266745127272,P
994,47.4757568503264,L
995,42.203436115291,P
996,89.5001774735283,D
997,8.82187988772057,Z
998,13.5565891419537,T
999,5.02230231906287,K
1000,36.4456251340453,Y
1001,98.99396219966,X
1002,32.1512807065155,U
1003,47.7123454173561,Q
1004,85.2874617145863,W
1005,42.4706700372044,I
1006,24.6221425442491,U
1007,14.4027793570422,H
1008,46.3431212194264,W
1009,32.4743418104481,P
1010,89.4576669416856,K
1011,8.61560461390764,I
1012,24.1216422163416,W
1013,57.6121544553898,Y
1014,1.14589896681719,L
1015,89.9768040750641,V
1016,81.4077608881053,S
1017,22.2310883468017,U
1018,63.186395680299,V
1019,63.2509880363941,B
1020,87.2027678932063,K
1021,80.5306539246813,K
1022,62.4312513989862,B
1023,76.0165807469748,W
1024,89.848664667923,Y
1025,14.6284418597352,Z
1026,38.917784091318,T
1027,14.0882449725177,B
1028,87.1740337484516,Y
1029,57.5929936028551,D
1030,37.6360901824664,S
1031,95.0353098048363,G
1032,98.1378286438994,J
1033,28.8673248800915,J
1034,42.1877529898193,B
1035,72.7649326813407,A
1036,18.1882290916983,E
1037,42.2258736046497,J
1038,75.447324291803,X
1039,37.3269799789414,V
1040,65.2706573982723,G
1041,57.0546185830608,Q
1042,32.8282792556565,P
1043,95.1872367996257,V
1044,76.0431739168707,W
1045,98.8464568159543,Z
1046,58.5848744797986,J
1047,56.2216242810246,Y
1048,71.3518413070124,W
1049,61.3342603268102,X
1050,69.0845074641984,T
1051,78.0057726288214,V
1052,52.3115277797915,K
1053,56.2331627209205,Y
1054,3.48258068249561,E
1055,69.7652552952059,Y
1056,40.2641736213118,D
1057,73.6176430007909,A
1058,41.9086809980217,N
1059,35.6731480681337,V
1060,38.2882361309603,I
1061,87.7419839238282,T
1062,89.3664558299352,A
1063,41.0459296279587,R
1064,9.80208095768467,Y
1065,47.4981965755578,U
1066,73.4754878529348,O
1067,65.5893493073527,M
1068,80.9223289359361,V
1069,48.8594395609107,Q
1070,12.7902168151923,I
1071,5.8515546922572,A
1072,1.0805158263538,E
1073,45.3451064908877,K
1074,28.6580166334752,P
1075,89.3486897239927,O
1076,40.0275037100073,L
1077,69.0386531732511,W
1078,68.9250174111221,U
1079,69.1537648879457,O
1080,98.7997885521036,W
1081,33.6512095951475,G
1082,63.0413383236155,N
1083,68.4958965806291,S
1084,19.5777187554631,G
1085,48.8059989770409,L
1086,76.6009647939354,Q
1087,51.2276151797269,C
1088,19.9073760295287,W
1089,4.92232942162082,F
1090,86.5940234372392,Q
1091,21.0456608578097,J
1092,90.703428786248,A
1093,95.5467907569837,Q
1094,85.259050411405,A
1095,78.5192667422816,O
1096,44.7821338060312,P
1097,97.2094106615987,C
1098,24.4540928099304,P
1099,7.68395710946061,D
1100,27.2214025647845,Z
1101,29.5440152015071,K
1102,36.7808923509438,E
1103,33.5204517967068,D
1104,72.3738556622993,T
1105,94.5516771769617,C
1106,7.63626997917891,X
1107,88.648809484439,U
1108,45.2655245908536,P
1109,46.493981334148,F
1110,81.0446242329199,R
1111,91.6657650261186,C
1112,78.4628674073611,H
1113,70.8468022728339,M
1114,5.32486510369927,J
1115,6.19466850836761,S
1116,64.3429917986505,P
1117,84.433544046944,T
1118,46.7441472264472,Z
1119,61.4699467262253,Y
1120,55.0565150659531,I
1121,36.5111108019482,G
1122,58.9653150837403,B
1123,65.7855258127675,Q
1124,7.3288541061338,Q
1125,81.9466727017425,T
1126,88.3841985177715,X
1127,95.3482329088729,A
1128,14.4562383580487,K
1129,18.2597309167031,Q
1130,68.0248969560489,Y
1131,57.372334798798,Z
1132,36.052125466289,A
1133,29.4505406951066,P
1134,6.44514336599968,P
1135,89.0840018386953,E
1136,2.56721016974188,V
1137,86.7311151402537,Y
1138,32.0509053058922,D
1139,82.509532463504,E
1140,77.6314936520066,M
1141,31.1652701939456,Q
1142,4.63176193251275,D
1143,5.37572387699038,G
1144,55.1134632038884,A
1145,88.1975680592004,W
1146,2.64240959798917,A
1147,54.4852000405081,J
1148,51.6436260745395,G
